date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Stockport 002E,E01005919,1543,1364,0,4,12,5,11,29,41,24,19,30,4
2021,Stockport 003A,E01005862,1481,1367,1,14,23,12,15,9,14,10,8,3,5
2021,Stockport 003B,E01005892,1267,1144,0,3,11,2,8,16,32,15,21,15,0
2021,Stockport 003C,E01005895,1165,1085,1,12,5,11,4,6,24,8,8,1,0
2021,Stockport 003D,E01005920,1602,1447,6,20,23,13,19,6,25,4,6,20,13
2021,Stockport 003E,E01005921,1471,1346,2,7,6,5,13,8,28,11,14,25,6
2021,Stockport 003F,E01005922,1313,1219,2,8,16,7,11,7,18,8,5,11,1
2021,Stockport 004A,E01005753,1838,1630,0,3,7,8,7,17,68,33,19,42,4
2021,Stockport 004B,E01005754,2001,1877,0,3,2,8,4,8,44,18,18,19,0
2021,Stockport 004C,E01005755,1737,1605,2,2,6,4,6,14,43,22,16,13,4
2021,Stockport 004D,E01005756,2381,1997,0,2,6,5,10,22,115,53,79,63,29
2021,Stockport 005A,E01005745,1375,1305,1,3,8,5,1,24,16,1,4,6,1
2021,Stockport 005B,E01005746,1450,1376,2,4,3,8,2,12,22,11,6,4,0
2021,Stockport 005C,E01005747,1403,1356,1,1,7,4,8,7,7,4,7,1,0
2021,Stockport 005D,E01005748,1515,1471,0,5,7,7,5,8,6,2,3,1,0
2021,Stockport 006A,E01005863,1719,1506,4,6,18,24,30,11,51,14,29,22,4
2021,Stockport 006B,E01005864,1575,1399,3,11,12,23,6,16,31,16,17,26,15
2021,Stockport 006C,E01005866,1672,1447,2,7,17,15,12,18,40,14,33,55,12
2021,Stockport 006D,E01005869,1591,1378,7,19,27,31,11,31,29,14,22,16,6
2021,Stockport 007A,E01005914,1412,1342,1,5,4,4,6,10,15,3,4,18,0
2021,Stockport 007B,E01005915,1550,1444,1,6,4,1,5,11,23,10,26,16,3
2021,Stockport 007C,E01005916,1618,1419,2,10,13,9,13,18,44,16,29,32,13
2021,Stockport 007D,E01005917,1829,1497,2,9,9,9,16,21,84,47,45,72,18
2021,Stockport 008A,E01005859,1412,1284,4,4,15,15,12,15,25,10,14,9,5
2021,Stockport 008B,E01005865,1961,1708,6,24,36,39,23,21,41,14,26,14,9
2021,Stockport 008C,E01005867,1481,1334,6,8,18,12,15,19,23,9,13,20,4
2021,Stockport 008D,E01005868,1522,1251,2,13,21,25,29,48,57,25,16,30,5
2021,Stockport 009A,E01005743,1274,1223,3,8,7,9,3,2,9,5,1,2,2
2021,Stockport 009B,E01005744,1555,1492,1,4,4,2,1,4,21,9,13,0,4
2021,Stockport 009C,E01005749,1658,1594,3,3,4,8,9,2,20,4,9,2,0
2021,Stockport 009D,E01005750,1668,1563,3,4,7,12,5,5,33,9,7,15,5
2021,Stockport 009E,E01005751,1398,1332,0,1,4,19,4,8,15,7,5,2,1
2021,Stockport 010A,E01005897,1531,1449,0,3,7,2,10,9,29,1,9,12,0
2021,Stockport 010B,E01005898,1711,1630,1,3,12,4,4,6,24,3,6,16,2
2021,Stockport 010C,E01005900,1613,1543,2,3,6,10,9,1,21,3,7,6,2
2021,Stockport 010D,E01005903,1457,1406,1,5,11,13,4,0,8,3,2,1,3
2021,Stockport 010E,E01005904,1531,1491,4,6,5,6,0,5,11,1,0,2,0
2021,Stockport 011A,E01005853,1616,1365,2,4,10,22,19,29,83,27,18,19,18
2021,Stockport 011B,E01005856,1601,1401,1,9,18,21,22,25,40,18,13,26,7
2021,Stockport 011C,E01005860,1518,1388,1,7,13,12,20,16,31,4,6,13,7
2021,Stockport 011D,E01005861,1540,1416,0,7,16,11,14,13,34,7,8,8,6
2021,Stockport 012A,E01005752,1403,1344,3,2,6,5,2,8,19,3,7,4,0
2021,Stockport 012B,E01005899,1615,1564,2,5,3,8,6,6,13,3,2,3,0
2021,Stockport 012C,E01005901,1367,1309,3,4,6,6,7,3,17,1,1,10,0
2021,Stockport 012D,E01005902,1621,1514,3,5,3,2,3,3,55,5,7,11,10
2021,Stockport 012E,E01005905,1514,1422,0,3,3,1,4,10,33,7,21,9,1
2021,Stockport 013A,E01005852,1484,1178,3,14,39,32,37,44,60,11,32,23,11
2021,Stockport 013B,E01005854,1728,1608,4,4,16,12,15,18,28,5,9,6,3
2021,Stockport 013C,E01005855,1479,1305,5,9,22,20,18,26,35,7,15,13,4
2021,Stockport 013D,E01005857,1628,1159,3,13,48,74,52,72,81,33,44,27,22
2021,Stockport 013E,E01005858,1579,1399,0,12,25,10,9,19,35,20,26,17,7
2021,Stockport 014A,E01005757,1604,1417,0,9,7,6,8,32,58,10,26,22,9
2021,Stockport 014C,E01005766,1782,1387,3,6,8,15,25,36,93,37,55,50,67
2021,Stockport 014D,E01005918,1616,1347,0,9,11,3,10,21,56,42,60,48,9
2021,Stockport 014E,E01033947,1538,1224,1,1,7,3,9,15,69,23,47,108,31
2021,Stockport 014F,E01033948,1348,1081,3,5,10,4,2,14,60,23,54,57,35
2021,Stockport 015A,E01005870,1373,1306,0,4,4,5,2,7,21,5,10,7,2
2021,Stockport 015B,E01005871,1383,1313,0,5,3,3,7,4,17,2,14,10,5
2021,Stockport 015C,E01005873,1468,1418,2,3,7,3,4,3,10,1,11,5,1
2021,Stockport 015D,E01005875,1562,1503,0,5,3,5,6,6,14,4,7,3,6
2021,Stockport 016A,E01005764,1608,1480,4,3,7,3,11,17,18,14,16,26,9
2021,Stockport 016B,E01005816,1560,1415,0,3,4,9,11,12,42,11,21,21,11
2021,Stockport 016C,E01005817,1390,1213,1,5,4,8,9,14,28,8,40,54,6
2021,Stockport 016D,E01005822,1897,1527,0,3,12,4,25,17,93,42,64,66,44
2021,Stockport 017A,E01005880,1488,1431,1,7,14,7,3,7,11,2,2,0,3
2021,Stockport 017B,E01005881,1208,1147,2,5,10,3,4,10,16,3,4,4,0
2021,Stockport 017C,E01005883,1517,1464,2,4,10,8,5,7,9,3,2,3,0
2021,Stockport 017D,E01005908,1647,1592,2,1,10,6,2,6,16,0,6,5,1
2021,Stockport 018A,E01005765,1380,1317,5,1,9,4,2,7,12,7,7,9,0
2021,Stockport 018B,E01005818,1400,1269,0,5,7,12,5,14,36,14,18,17,3
2021,Stockport 018C,E01005819,1595,1446,3,7,9,18,11,17,34,8,18,15,9
2021,Stockport 018D,E01005820,1493,1396,0,3,5,5,7,11,21,11,11,15,8
2021,Stockport 018E,E01005821,1414,1300,0,2,8,13,6,15,31,11,15,12,1
2021,Stockport 018F,E01005823,1643,1511,2,2,2,0,6,12,50,10,17,28,3
2021,Stockport 019A,E01005825,1675,1506,1,5,10,12,10,7,36,11,30,31,16
2021,Stockport 019B,E01005872,1651,1545,1,5,9,8,12,10,24,4,7,23,3
2021,Stockport 019C,E01005874,1875,1696,1,5,4,5,8,17,60,12,28,28,11
2021,Stockport 019D,E01005876,1494,1424,0,1,7,3,5,10,16,13,10,4,1
2021,Stockport 019E,E01005877,1734,1624,1,4,6,5,12,11,35,6,13,15,2
2021,Stockport 020A,E01005878,1749,1678,0,0,8,3,5,3,29,11,3,8,1
2021,Stockport 020B,E01005879,1317,1222,1,5,5,5,7,5,21,2,5,34,5
2021,Stockport 020C,E01005882,1277,1224,2,7,6,6,10,9,8,1,1,2,1
2021,Stockport 020D,E01005884,1435,1379,1,10,7,2,7,8,10,1,4,3,3
2021,Stockport 020E,E01005885,1489,1391,3,8,6,5,4,8,27,4,6,23,4
2021,Stockport 021A,E01005832,1421,1349,0,4,5,9,9,8,17,1,3,13,3
2021,Stockport 021B,E01005833,1040,976,0,4,13,5,7,5,18,1,1,7,3
2021,Stockport 021C,E01005835,1393,1335,4,9,1,9,3,7,15,2,4,2,2
2021,Stockport 021D,E01005837,1542,1478,1,1,3,5,10,9,17,7,5,3,3
2021,Stockport 021E,E01005843,1451,1397,3,6,4,9,8,4,7,3,5,4,1
2021,Stockport 022A,E01005769,1553,1381,3,6,16,10,7,25,32,15,16,29,13
2021,Stockport 022B,E01005778,1407,1307,3,5,8,6,7,10,31,10,4,15,1
2021,Stockport 022C,E01005779,1471,1367,0,8,9,6,11,11,31,4,5,13,6
2021,Stockport 022D,E01005780,1479,1376,1,1,10,8,10,12,32,10,8,11,0
2021,Stockport 022E,E01005781,1657,1503,3,20,8,9,5,16,53,18,11,10,1
2021,Stockport 023A,E01005759,1675,1523,0,5,3,5,10,17,56,13,19,19,5
2021,Stockport 023B,E01005760,1928,1618,2,3,8,9,12,28,64,37,46,81,20
2021,Stockport 023C,E01005797,1411,1283,1,1,10,1,7,12,31,7,11,31,16
2021,Stockport 023D,E01005800,1617,1503,0,13,10,13,10,22,20,12,12,1,1
2021,Stockport 023E,E01005804,1130,1045,1,8,6,5,5,9,27,13,4,6,1
2021,Stockport 024A,E01005824,1509,1429,1,3,2,4,8,4,28,2,8,15,5
2021,Stockport 024B,E01005826,1611,1474,0,2,7,8,5,12,48,10,14,28,3
2021,Stockport 024C,E01005827,1753,1609,1,9,16,14,5,10,52,7,17,9,4
2021,Stockport 024D,E01005828,1375,1297,0,0,2,6,2,11,31,5,9,9,3
2021,Stockport 024E,E01005829,1194,1115,0,3,3,5,6,8,21,7,5,17,4
2021,Stockport 025A,E01005768,2069,1719,4,9,27,39,32,50,92,27,29,35,6
2021,Stockport 025B,E01005770,1500,1307,3,9,16,17,21,17,41,26,17,19,7
2021,Stockport 025C,E01005771,1438,1265,2,7,8,13,15,31,50,13,15,18,1
2021,Stockport 025D,E01005775,1663,1473,1,9,21,22,16,27,60,13,7,13,1
2021,Stockport 026A,E01005761,1411,1188,0,3,8,12,20,24,76,25,21,33,1
2021,Stockport 026B,E01005762,1973,1748,2,3,4,12,12,18,54,28,49,33,10
2021,Stockport 026C,E01005763,1733,1541,1,4,12,13,11,22,91,20,8,7,3
2021,Stockport 026D,E01005799,1874,1619,1,2,5,7,8,27,114,20,35,25,11
2021,Stockport 027A,E01005798,1643,1464,2,9,19,17,9,21,33,16,14,27,12
2021,Stockport 027B,E01005801,2218,1946,0,4,8,12,10,12,71,17,25,63,50
2021,Stockport 027C,E01005802,1482,1407,1,4,2,9,11,8,10,9,10,9,2
2021,Stockport 027D,E01005803,1395,1333,3,4,10,5,7,8,16,1,6,1,1
2021,Stockport 027E,E01005830,1539,1412,0,7,7,5,6,8,24,4,14,38,14
2021,Stockport 027F,E01005831,1645,1467,1,4,8,10,9,16,58,8,7,27,30
2021,Stockport 028A,E01005767,1633,1286,6,13,49,54,32,48,86,13,17,12,17
2021,Stockport 028B,E01005772,1550,1254,7,10,37,35,25,36,78,23,16,16,13
2021,Stockport 028C,E01005773,1578,1376,3,11,21,33,22,24,31,4,10,36,7
2021,Stockport 028D,E01005774,1551,1362,5,6,11,17,13,22,55,21,11,24,4
2021,Stockport 028E,E01005776,1710,1273,7,11,51,80,29,54,133,18,9,36,9
2021,Stockport 029A,E01005909,1532,1474,0,7,3,4,11,7,7,9,3,7,0
2021,Stockport 029B,E01005910,1610,1528,2,5,4,6,6,11,27,1,6,13,1
2021,Stockport 029C,E01005911,1331,1280,0,1,8,4,6,7,12,8,3,1,1
2021,Stockport 029D,E01005912,1496,1449,1,4,5,4,3,4,13,0,6,4,3
2021,Stockport 030A,E01005782,1276,1171,2,5,17,11,8,11,16,9,12,12,2
2021,Stockport 030B,E01005783,1551,1416,3,12,7,5,6,18,31,11,17,23,2
2021,Stockport 030C,E01005784,1495,1235,4,9,24,38,38,28,47,26,8,27,11
2021,Stockport 030D,E01005785,1675,1523,1,5,12,17,17,21,27,10,8,26,8
2021,Stockport 030E,E01005786,1846,1661,5,4,13,12,9,31,33,22,17,25,14
2021,Stockport 031A,E01005834,1539,1368,2,3,6,9,4,18,61,13,23,23,9
2021,Stockport 031B,E01005836,1833,1671,4,6,9,12,7,16,49,4,22,24,9
2021,Stockport 031C,E01005838,1780,1530,4,2,7,7,12,19,52,6,39,66,36
2021,Stockport 031D,E01005840,1602,1413,3,1,8,4,5,20,53,11,32,30,22
2021,Stockport 032A,E01005927,1301,1171,0,4,18,23,11,18,35,16,4,1,0
2021,Stockport 032B,E01005928,1618,1443,0,1,9,9,10,35,49,15,10,36,1
2021,Stockport 032C,E01005929,1422,1205,4,8,25,29,20,38,53,12,11,13,4
2021,Stockport 032D,E01005930,1673,1531,0,7,19,33,11,20,29,5,6,6,6
2021,Stockport 033A,E01005806,1186,1131,0,6,6,5,3,7,19,3,4,1,1
2021,Stockport 033B,E01005813,1365,1230,4,7,13,20,9,13,32,13,14,8,2
2021,Stockport 033C,E01005814,1296,1222,2,7,14,9,7,6,19,0,4,6,0
2021,Stockport 033D,E01005815,1434,1372,4,4,10,3,6,4,14,6,6,4,1
2021,Stockport 034A,E01005777,1559,1361,2,5,16,13,19,29,69,15,9,14,7
2021,Stockport 034B,E01005787,1331,1213,2,6,14,7,31,15,25,6,6,6,0
2021,Stockport 034C,E01005788,1565,1418,2,6,10,25,15,16,24,7,12,21,9
2021,Stockport 034D,E01005790,1221,1039,1,2,10,12,11,28,62,9,25,17,5
2021,Stockport 035A,E01005805,1543,1487,3,3,7,3,3,8,18,1,7,3,0
2021,Stockport 035B,E01005807,1549,1487,2,5,8,14,6,10,13,2,1,0,1
2021,Stockport 035C,E01005839,1297,1233,1,2,6,7,7,13,18,6,2,1,1
2021,Stockport 035D,E01005841,1482,1370,0,8,13,9,8,6,24,9,19,11,5
2021,Stockport 036A,E01005844,1549,1189,3,8,33,51,41,40,97,24,9,28,26
2021,Stockport 036B,E01005845,1657,1393,1,9,20,28,21,48,77,15,11,23,11
2021,Stockport 036C,E01005849,1652,1469,4,8,19,15,16,33,42,15,9,14,8
2021,Stockport 036D,E01005851,1623,1332,2,11,38,32,31,46,80,14,18,16,3
2021,Stockport 037A,E01005808,1373,1244,3,9,14,17,9,15,24,13,7,12,6
2021,Stockport 037B,E01005809,1229,1080,0,1,27,21,10,20,36,9,9,10,6
2021,Stockport 037C,E01005810,1561,1345,5,6,12,24,13,19,45,14,24,40,14
2021,Stockport 037D,E01005811,1301,1207,5,5,9,12,11,20,14,8,4,6,0
2021,Stockport 037E,E01005812,1205,1083,2,9,17,22,15,15,27,5,6,4,0
2021,Stockport 038A,E01005842,1580,1511,3,6,5,9,4,10,14,0,6,10,2
2021,Stockport 038B,E01005906,1436,1373,5,3,9,13,7,2,17,1,2,3,1
2021,Stockport 038C,E01005907,1349,1285,3,5,8,5,2,8,10,7,14,2,0
2021,Stockport 038D,E01005913,1419,1350,1,10,7,7,5,8,16,5,3,2,5
2021,Stockport 039A,E01005789,1671,1552,7,8,18,15,9,13,33,1,6,8,1
2021,Stockport 039B,E01005791,1569,1462,2,7,9,9,20,11,15,11,7,13,3
2021,Stockport 039C,E01005793,1525,1353,0,4,11,8,16,23,55,2,26,22,5
2021,Stockport 039D,E01005795,1367,1258,1,7,10,11,7,13,27,11,9,11,2
2021,Stockport 039E,E01005796,1248,1156,4,5,15,9,8,9,21,1,8,6,6
2021,Stockport 040A,E01005846,1715,1440,1,4,32,30,26,36,72,24,9,29,12
2021,Stockport 040B,E01005847,1578,1367,2,3,13,13,15,22,77,19,19,14,14
2021,Stockport 040C,E01005848,2085,1719,4,16,29,35,22,49,91,21,39,39,21
2021,Stockport 040D,E01005850,1805,1575,1,7,17,22,17,29,70,12,29,24,2
2021,Stockport 041A,E01005792,1529,1440,2,11,11,9,5,17,12,2,6,6,8
2021,Stockport 041B,E01005794,1267,1134,0,10,12,14,6,15,32,6,3,14,21
2021,Stockport 041C,E01005923,1497,1407,4,8,5,10,11,15,15,7,3,8,4
2021,Stockport 041D,E01005931,1394,1306,3,6,10,8,12,8,20,8,8,0,5
2021,Stockport 042A,E01005924,1303,1221,1,3,10,15,15,7,15,0,2,6,8
2021,Stockport 042B,E01005925,1433,1315,3,9,9,10,8,21,29,8,18,1,2
2021,Stockport 042C,E01005926,2244,2038,3,9,20,9,15,25,52,16,23,26,8
2021,Stockport 042D,E01005932,1279,1217,1,4,7,8,4,7,18,1,6,6,0
2021,Tameside 001A,E01006053,1950,1881,0,10,6,2,8,11,13,4,6,8,1
2021,Tameside 001B,E01006054,1808,1685,1,10,15,5,5,7,24,20,20,12,4
2021,Tameside 001C,E01006055,1504,1438,0,1,9,3,4,5,10,8,15,9,2
2021,Tameside 001D,E01006057,1528,1466,0,1,3,1,3,10,18,7,11,5,3
2021,Tameside 001E,E01006058,2075,1950,1,6,9,4,9,14,27,6,17,24,8
2021,Tameside 001F,E01006059,1445,1370,0,0,8,8,1,5,19,7,8,7,12
2021,Tameside 002A,E01005938,1567,1415,1,7,27,12,5,15,41,16,12,10,6
2021,Tameside 002B,E01005939,1270,992,1,1,66,53,19,24,46,20,17,27,4
2021,Tameside 002C,E01005940,1401,1165,4,9,67,38,22,18,35,10,15,16,2
2021,Tameside 002D,E01005955,1633,1415,2,6,48,42,19,19,35,7,14,24,2
2021,Tameside 003A,E01006056,1250,1187,0,5,4,3,6,5,21,5,13,1,0
2021,Tameside 003B,E01006061,2477,2325,1,4,7,6,16,10,49,15,15,27,2
2021,Tameside 003C,E01006062,1987,1950,1,4,7,7,3,0,10,2,1,0,2
2021,Tameside 003D,E01006063,1384,1324,0,2,5,9,6,5,13,1,2,10,7
2021,Tameside 004A,E01005936,1515,1347,1,2,17,22,10,12,47,10,8,37,2
2021,Tameside 004B,E01005937,1709,1498,2,3,9,11,11,16,56,28,19,46,10
2021,Tameside 004C,E01005945,2042,1617,0,2,24,18,24,25,131,30,40,93,38
2021,Tameside 004D,E01005946,1586,1305,0,7,32,31,12,26,97,10,22,34,10
2021,Tameside 004E,E01005947,1844,1313,0,4,21,29,12,31,140,52,64,105,73
2021,Tameside 005A,E01005954,1496,1345,0,6,27,12,11,13,31,6,26,17,2
2021,Tameside 005B,E01005956,1376,1236,1,7,28,19,11,16,24,1,17,6,10
2021,Tameside 005C,E01005957,1558,1337,1,5,41,23,9,24,47,20,23,17,11
2021,Tameside 005D,E01005958,1605,1463,2,3,4,3,6,10,58,11,21,18,6
2021,Tameside 005E,E01005959,1951,1610,0,4,26,21,17,20,125,50,39,36,3
2021,Tameside 006A,E01005933,1572,1326,1,0,7,4,10,11,95,33,16,50,19
2021,Tameside 006B,E01005934,1508,1367,2,3,5,4,8,14,40,25,13,22,5
2021,Tameside 006C,E01005935,1462,1222,3,0,5,8,7,12,76,21,32,63,13
2021,Tameside 006D,E01005949,1651,1301,0,7,31,18,13,35,77,35,59,47,28
2021,Tameside 006E,E01005960,1746,1372,0,6,19,20,22,23,111,27,66,62,18
2021,Tameside 007A,E01005941,1885,1340,0,12,42,33,24,41,112,46,76,118,41
2021,Tameside 007B,E01005942,1662,1499,1,5,17,12,9,17,41,12,26,15,8
2021,Tameside 007C,E01005943,1817,1623,1,6,28,12,14,14,36,17,19,30,17
2021,Tameside 007D,E01005944,1856,1542,1,1,31,23,22,27,89,28,26,55,11
2021,Tameside 008A,E01006060,1511,1353,0,2,10,6,9,11,25,15,15,51,14
2021,Tameside 008B,E01006064,1725,1554,3,4,13,11,0,11,38,25,25,41,0
2021,Tameside 008C,E01006065,1461,1271,0,1,6,4,10,3,54,25,40,41,6
2021,Tameside 008D,E01006066,1414,1334,2,1,17,3,3,8,15,4,11,10,6
2021,Tameside 009A,E01006067,1875,1803,1,3,6,9,10,5,22,3,6,3,4
2021,Tameside 009B,E01006068,1558,1495,1,1,6,6,2,6,22,1,9,8,1
2021,Tameside 009C,E01006069,1739,1642,0,4,5,4,5,9,31,3,21,15,0
2021,Tameside 009D,E01006073,2043,1881,0,4,5,3,9,11,66,17,14,20,13
2021,Tameside 010A,E01005993,1350,1282,3,5,8,6,6,7,14,3,5,4,7
2021,Tameside 010B,E01005995,1375,1308,0,2,17,12,11,12,5,0,0,8,0
2021,Tameside 010C,E01005996,1950,1763,1,3,15,5,7,25,62,17,28,21,3
2021,Tameside 010D,E01005997,1535,1446,0,5,3,2,3,6,24,7,17,20,2
2021,Tameside 010E,E01006000,1784,1571,1,9,6,8,12,19,60,27,33,21,17
2021,Tameside 011A,E01005994,1508,1374,0,2,7,7,1,13,34,24,22,16,8
2021,Tameside 011B,E01005999,2189,1659,0,5,10,13,14,61,153,89,68,60,57
2021,Tameside 011C,E01006002,1370,1248,0,2,5,1,6,8,48,10,18,17,7
2021,Tameside 011D,E01006004,1524,1430,2,9,7,8,5,8,29,4,1,11,10
2021,Tameside 011E,E01006005,1393,1259,0,3,7,0,3,10,44,15,26,18,8
2021,Tameside 011F,E01006007,1553,1421,1,6,5,4,4,5,40,5,32,15,15
2021,Tameside 012A,E01005998,1880,1621,0,7,9,8,11,16,81,39,29,44,15
2021,Tameside 012B,E01006001,1545,1359,0,2,5,7,6,15,50,18,42,39,2
2021,Tameside 012C,E01006003,1528,1331,0,5,8,4,7,15,73,13,34,29,9
2021,Tameside 012D,E01006006,1429,1340,0,6,10,4,3,7,28,19,8,3,1
2021,Tameside 013A,E01005948,2317,1520,0,6,32,28,34,59,238,68,130,156,46
2021,Tameside 013B,E01005950,2170,1239,0,4,47,56,67,92,263,95,134,117,56
2021,Tameside 013C,E01005951,1859,1411,0,7,14,12,13,15,112,53,68,108,46
2021,Tameside 013E,E01005953,2297,1624,1,6,45,37,16,62,200,72,98,110,26
2021,Tameside 013F,E01033949,1190,798,0,4,6,11,16,50,156,26,56,49,18
2021,Tameside 013G,E01033950,1370,967,0,5,10,12,15,26,126,51,90,56,12
2021,Tameside 014A,E01005961,2963,2619,1,10,17,19,20,39,136,24,32,31,15
2021,Tameside 014B,E01005962,1419,1292,1,6,9,7,8,20,32,12,12,12,8
2021,Tameside 014C,E01005968,1379,1287,2,3,11,6,5,7,34,4,8,9,3
2021,Tameside 014D,E01005969,1299,1189,1,12,17,7,10,10,18,5,10,16,4
2021,Tameside 015A,E01006022,1936,1765,5,3,29,16,11,12,31,13,20,19,12
2021,Tameside 015B,E01006023,1576,1476,0,3,4,4,7,11,19,11,23,15,3
2021,Tameside 015C,E01006070,1399,1339,0,1,5,4,5,5,14,7,13,1,5
2021,Tameside 015D,E01006071,1710,1603,1,8,14,15,18,12,9,6,8,15,1
2021,Tameside 015E,E01006072,1614,1533,0,7,10,21,10,7,17,0,5,4,0
2021,Tameside 016A,E01006009,1331,1206,2,5,23,17,5,9,27,5,10,7,15
2021,Tameside 016B,E01006017,1397,1359,2,2,10,3,5,3,4,0,2,7,0
2021,Tameside 016C,E01006018,1316,1273,0,8,5,4,4,2,13,0,5,1,1
2021,Tameside 016D,E01006021,1369,1307,0,6,7,4,3,8,14,9,5,4,2
2021,Tameside 017A,E01006008,1385,1296,2,4,1,6,3,5,25,12,10,9,12
2021,Tameside 017B,E01006010,1403,1316,1,6,6,6,10,6,35,5,8,4,0
2021,Tameside 017C,E01006012,1960,1825,4,6,19,20,11,12,29,7,11,7,9
2021,Tameside 017D,E01006015,1347,1275,0,0,12,12,4,12,20,0,10,1,1
2021,Tameside 017E,E01006016,1943,1661,2,4,5,4,3,14,77,36,51,50,36
2021,Tameside 018A,E01006011,1710,1552,3,5,7,6,13,16,64,10,12,11,11
2021,Tameside 018B,E01006013,1304,1239,0,3,10,9,3,1,20,8,5,2,4
2021,Tameside 018C,E01006014,1285,1183,0,2,2,2,4,7,56,8,13,5,3
2021,Tameside 018D,E01006019,1503,1430,0,4,6,2,9,12,19,7,3,8,3
2021,Tameside 018E,E01006020,1638,1564,0,4,9,5,6,10,27,5,7,1,0
2021,Tameside 019A,E01005963,1161,1097,0,7,7,3,0,5,16,9,6,10,1
2021,Tameside 019B,E01005964,1521,1414,1,5,8,10,3,8,26,17,10,16,3
2021,Tameside 019C,E01005965,1734,1535,1,5,6,13,13,11,51,39,35,22,3
2021,Tameside 019D,E01005966,1579,1445,2,3,9,2,6,8,52,8,19,17,8
2021,Tameside 019E,E01005967,1424,1246,2,4,4,5,5,10,48,43,17,37,3
2021,Tameside 020A,E01006031,2257,2051,1,3,10,13,20,20,71,16,19,26,7
2021,Tameside 020B,E01006032,1527,1396,1,3,3,5,10,12,47,8,15,16,11
2021,Tameside 020C,E01006033,1767,1648,0,4,7,2,6,15,33,6,16,28,2
2021,Tameside 020D,E01006034,2133,1999,1,4,4,6,9,6,33,19,27,25,0
2021,Tameside 020E,E01006035,2149,1999,4,8,13,19,11,10,38,17,12,17,1
2021,Tameside 020F,E01006036,2152,1939,2,5,5,12,26,29,63,11,28,27,5
2021,Tameside 021A,E01005970,1415,1317,3,10,17,14,6,7,20,13,4,0,4
2021,Tameside 021B,E01005972,1719,1528,0,5,6,6,6,14,43,18,49,33,11
2021,Tameside 021C,E01005974,1690,1519,3,2,12,8,3,23,38,23,31,15,13
2021,Tameside 021D,E01005975,1549,1395,0,4,7,7,1,6,51,25,24,23,6
2021,Tameside 022A,E01006024,1764,1685,3,4,10,15,9,13,11,4,4,5,1
2021,Tameside 022B,E01006026,1527,1415,0,4,8,6,5,12,31,17,9,12,8
2021,Tameside 022C,E01006037,1601,1562,0,5,5,3,4,7,6,1,5,3,0
2021,Tameside 022D,E01006038,1586,1504,1,6,8,8,7,7,23,6,9,5,2
2021,Tameside 023A,E01006047,1326,1272,1,2,1,9,4,5,11,11,5,4,1
2021,Tameside 023B,E01006048,1596,1500,4,2,9,5,4,12,35,5,6,14,0
2021,Tameside 023C,E01006049,1546,1488,1,5,9,7,6,5,13,1,2,5,4
2021,Tameside 023D,E01006051,1628,1549,2,3,14,9,7,10,23,6,1,3,1
2021,Tameside 024A,E01005985,1554,1475,0,12,13,5,5,7,21,1,6,5,4
2021,Tameside 024B,E01005987,1522,1431,0,13,14,8,6,9,24,8,4,2,3
2021,Tameside 024C,E01005988,1601,1518,0,3,4,4,5,4,28,4,14,13,4
2021,Tameside 024D,E01005990,1374,1307,1,4,7,10,1,2,22,4,7,3,6
2021,Tameside 024E,E01005991,1494,1389,1,5,7,8,8,9,32,3,12,9,11
2021,Tameside 025A,E01005971,1357,1254,0,6,8,10,3,11,35,2,8,14,6
2021,Tameside 025B,E01005986,1242,1175,1,2,7,3,4,7,18,4,12,6,3
2021,Tameside 025C,E01005989,1202,1169,0,3,2,2,3,2,5,0,8,8,0
2021,Tameside 025D,E01005992,1207,1121,2,2,6,4,9,10,25,13,6,4,5
2021,Tameside 026A,E01005973,1367,1319,1,7,4,5,4,4,11,5,2,3,2
2021,Tameside 026B,E01005976,1482,1393,0,3,4,7,5,13,25,9,7,16,0
2021,Tameside 026C,E01005977,1450,1385,4,9,7,1,4,8,20,1,0,11,0
2021,Tameside 026D,E01005978,1341,1238,1,3,9,2,3,4,33,5,12,20,11
2021,Tameside 027A,E01006025,1918,1736,0,7,2,4,5,17,71,23,34,13,6
2021,Tameside 027B,E01006027,2345,2136,4,6,9,4,5,11,71,28,50,16,5
2021,Tameside 027C,E01006050,1843,1734,2,7,5,5,7,6,26,8,24,15,4
2021,Tameside 027D,E01006052,1580,1487,0,5,7,5,4,5,35,11,10,10,1
2021,Tameside 028A,E01006028,1777,1547,1,8,9,13,33,27,50,13,30,35,11
2021,Tameside 028B,E01006029,1933,1460,0,6,23,34,79,49,102,28,63,73,16
